"ACCOUNT","ACCR_CATEG","QUESTION_LABEL","RESPONSE_2015","RESPONSE_2014","RESPONSE_2013","AVG_2015","AVG_2014","AVG_2013"
"Mississippi","Specialty Exams Information","Number of State Only Independent IT Examinations -- Total","0","0","22",0,0,18.05
"Mississippi","Specialty Exams Information","Report Average Turnaround Time in Days","29","29","29",27.63,27.63,24.64
"Mississippi","Specialty Exams Information","Total Number of IT Examinations -- Total","34","34","38",30.53,29.96,31.77
"Mississippi","Workforce Information","FTE Actually Allocated: BSA Examiners","1","0","0",1.59,0,0
"Mississippi","Workforce Information","FTE Actually Allocated: Compliance Examiners","0","0","0",1.69,0,0
"Mississippi","Workforce Information","FTE Actually Allocated: Holding Company Examiners","0","0","0",0.02,0,0
"Mississippi","Workforce Information","FTE Actually Allocated: IS Examiners","2","0","0",1.41,0,0
"Mississippi","Workforce Information","FTE Actually Allocated: Other Examiners","0","0","0",4.33,0,0
"Mississippi","Workforce Information","FTE Actually Allocated: Safety and Soundness Examiners","33","0","0",33.94,0,0
"Mississippi","Workforce Information","FTE Actually Allocated: Trust Examiners","1","0","0",1.55,0,0
"Mississippi","Workforce Information","Other Cross-Trained: BSA Examiners","4","0","0",14.73,0,0
"Mississippi","Workforce Information","Other Cross-Trained: Compliance Examiners","0","0","0",1.1,0,0
"Mississippi","Workforce Information","Other Cross-Trained: Holding Company Examiners","0","0","0",5.71,0,0
"Mississippi","Workforce Information","Other Cross-Trained: IS Examiners","4","0","0",4.1,0,0
"Mississippi","Workforce Information","Other Cross-Trained: Other Examiners","0","0","0",1.57,0,0
"Mississippi","Workforce Information","Other Cross-Trained: Safety and Soundness Examiners","15","0","0",3.53,0,0
"Mississippi","Workforce Information","Other Cross-Trained: Trust Examiners","5","0","0",3.37,0,0
"Mississippi","Turnover Information","Examiner Turnover %","6","20","11",14.02,11.63,11.62
"Mississippi","Turnover Information","Reason: Death","0","0","0",0.04,0.04,0.11
"Mississippi","Turnover Information","Reason: Other","0","0","0",0.12,0.27,0.34
"Mississippi","Turnover Information","Reason: Promotion to Office","0","2","0",0.17,0.16,0.05
"Mississippi","Turnover Information","Reason: Resignation to work in a financial institution (bank, holding company, trust company, etc.)","0","4","4",0.94,0.84,0.89
"Mississippi","Turnover Information","Reason: Resignation to work in private sector other than a financial institution","0","0","0",0.6,0.33,0.4
"Mississippi","Turnover Information","Reason: Resignation to work with Federal Agency","0","0","0",0.42,0.47,0.65
"Mississippi","Turnover Information","Reason: Resignation with no reason given","1","0","0",0.75,0.69,0.42
"Mississippi","Turnover Information","Reason: Retirement","0","2","0",1.17,1.45,0.89
"Mississippi","Turnover Information","Reason: Termination","0","2","1",0.29,0.33,0.35
"Mississippi","Turnover Information","Reason: Transfer to work with other State Agency","1","0","0",0.29,0.16,0.2
"Mississippi","Turnover Information","Total Number of Examiners","33","47","33",41.75,49.16,40.96
"Mississippi","Years of Service","Number of Examiners: Experience 2 to 5 Yrs","17","19","7",8.67,10.27,6.16
"Mississippi","Years of Service","Number of Examiners: Experience <2 Yrs","3","13","14",8.02,10.05,7.05
"Mississippi","Years of Service","Number of Examiners: Experience > 25 Yrs","0","0","0",5.4,5.71,5.25
"Mississippi","Years of Service","Number of Examiners: Experience >15 to 25 Yrs","6","8","6",6.77,7.64,7.96
"Mississippi","Years of Service","Number of Examiners: Experience >5 to 15 Yrs","7","9","6",13.88,15.27,15.39
"Mississippi","Years of Service","Total Number of Examiners","33","47","33",41.75,49.16,40.96
"Missouri","General Agency Information","Credit Card Banks -- Authority to Supervise","No","No","No",0.52,0.52,0.51
"Missouri","General Agency Information","Credit Card Banks: Number Superviseded","0","0","0",0,0,0.16
"Missouri","General Agency Information","Credit Unions -- Authority to Supervise","No","No","No",0.33,0.33,0.33
"Missouri","General Agency Information","Credit Unions: Number Superviseded","0","0","0",0,0,0
"Missouri","General Agency Information","Does your department currently have a fee sharing agreement with another state?","No","No","No",0.64,0.64,0.55
"Missouri","General Agency Information","Does your department have a dedicated fund (e.g., a separate and distinct account from the state general fund?)","0","0","0",0,0,0
"Missouri","General Agency Information","Industrial Loan Corporations -- Number Supervised","0","0","0",0,0,0
"Missouri","General Agency Information","Industrial Loan Corporations -- NumberSupervised","0","0","0",0,0,0
"Missouri","General Agency Information","Is any part of your examination staff unionized?","No","No","No",0.63,0.63,0.63
"Missouri","General Agency Information","Is your department independent, or part of a larger agency?","Part of a Larger Agency","Part of a Larger Agency","Part of a Larger Agency",0.6,0.6,0.59
"Missouri","General Agency Information","Multi-Bank Holding Companies -- Authority to Supervise","No","No","No",0.43,0.43,0.41
"Missouri","General Agency Information","One Bank Holding Companies -- Authority to Supervise","No","No","No",0.36,0.36,0.36
"Missouri","Budget Information","Actual Expenditures","8001835","7680980","7676262",11851967,11071164,9704831
"Missouri","Budget Information","Amount Allocated to Commercial Bank Supervision","6664875","6508476","6333511",4837836,5336813,4979506
"Missouri","Budget Information","Amount Returned to General Fund","0","0","0",83398256,10574719,10546900
"Missouri","Budget Information","Budgeted Training Expense","115577","115577","161531",159087,165044,154024
"Missouri","Budget Information","Dedicated Fund","Yes","Yes","0",0.74,0.7,0
"Missouri","Budget Information","Does your department charge an hourly bank examination fee?","No","No","No",0.59,0.56,0.5
"Missouri","Budget Information","Hourly Fee","0","0","0",0,0,30
"Missouri","Budget Information","If yes, does this include specialty examinations (e.g., Trust, IT, etc.)? -- Hourly Fee","0","0","0",0,0,49
"Missouri","Budget Information","Total Budget Approved","8855812","8814816","8714155",12759425,13042590,12791104
"Missouri","Sources of Funding","Insurance","0.0","0.0","0.0",0.76,0.82,0.82
"Missouri","Sources of Funding","Insured Depositories Below $10 Billion","79.1","80.1","79.2",39.68,42.14,40.92
"Missouri","Sources of Funding","Insured Depositories Over $10 Billion","10.4","10.4","9.4",9.76,9.07,10.81
"Missouri","Sources of Funding","Securities","0.0","0.0","0.0",7.46,8.41,7.04
"Missouri","Sources of Funding","State-Licensed Mortgage Providers","0.0","0.0","0.0",11.51,11.89,11.4
"Missouri","Depository Information","Commercial Banks: Number Supervised","260","261","259",80.3,83.54,86.09
"Missouri","Depository Information","Commercial Banks: Total Assets","112549534000","103652536000","97883650000",78498824339,68136896978,68383944036
"Missouri","Depository Information","Industrial Loan Corporations: Total Assets","0","0","0",0,0,0
"Missouri","Depository Information","Non-depository Trust Companies: Number Supervised","5","5","5",7.41,7.22,7.2
"Missouri","Depository Information","Non-depository Trust Companies: Total Assets","17302424000","16982813000","14845939000",33944527933,50384474720,671011628226
"Missouri","Depository Information","Savings Banks/Savings and Loans: Number Supervised","5","5","6",9.13,9.16,9.38
"Missouri","Depository Information","Total Assets (if supervised): Savings Banks","193387000","202863000","392108000",7960427954,7407111029,7158869878
"Missouri","Application Information","Conversions from Federal Thrift to State Depository Institutions(Approved)","2","0","0",0.13,0.26,0
"Missouri","Application Information","Conversions from Federal Thrift to State Thrift -- Approved","0","0","0",0.05,0.14,0.12
"Missouri","Application Information","Conversions from National Bank to State Depository Institutions -- Approved","3","3","0",0.44,0.6,0.61
"Missouri","Application Information","De Novo Bank Affiliated Trust Companies -- Approved","0","0","0",0.04,0.02,0.04
"Missouri","Application Information","De Novo Independent Trust Companies -- Approved","0","0","0",0.54,0.23,0.27
"Missouri","Application Information","De Novo State Bank Charters -- Approved","0","0","0",0.04,0,0.02
"Missouri","Application Information","State Depository Institution Conversions to Federal Thrift Charters -- Approved","0","0","0",0,0,0
"Missouri","Application Information","State Depository Institution Conversions to National Bank Charters -- Approved","0","0","0",0.04,0,0.04
"Missouri","Examination Information","Bank Exams: Number of Concurrent Examinations","0","0","0",0.51,0.51,1.04
"Missouri","Examination Information","Bank Exams: Number of Joint Examinations with Federal Lead","0","0","0",8.74,9.53,12.39
"Missouri","Examination Information","Bank Exams: Number of Joint Examinations with State Lead","0","0","0",9.63,8.54,10.18
"Missouri","Examination Information","Bank Exams: Number of State Only Independent Examinations","117","96","116",24,25.16,25.84
"Missouri","Examination Information","Holding Company Enforcement Actions (End of the Year)","0","0","0",0.09,0.07,0.13
"Missouri","Examination Information","Holding Company Enforcement Actions (Start of the Year)","0","0","0",0.13,0.11,0.14
"Missouri","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (End of the Year)","0","0","0",1.38,2.04,2.88
"Missouri","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (Start of the Year)","0","0","0",1.95,2.86,3.79
"Missouri","Examination Information","Insured Depositories Enforcement Actions (End of the Year)","3","4","7",1.2,1.14,1.73
"Missouri","Examination Information","Insured Depositories Enforcement Actions (Start of the Year)","3","7","12",1.43,1.84,2.21
"Missouri","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (End of the Year)","15","17","25",9.5,13.43,16.5
"Missouri","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (Start of the Year)","17","25","39",12.75,16.95,22.5
"Missouri","Examination Information","Number of 4 and 5 rated banks (End of Year)","2","8","13",2.3,4.05,5.66
"Missouri","Examination Information","Number of 4 and 5 rated banks (Start of Year)","8","13","19",4.09,6.14,8.27
"Missouri","Examination Information","Number of failed institutions","0","0","0",0.13,0.14,0.3
"Missouri","Examination Information","Total Number of Examinations -- Total","117","96","116",42.46,43.3,48.98
"Missouri","Examination Information","Were examination frequency requirements met?","Yes","Yes","Yes",0.92,0.92,0.93
"Missouri","Report Turnaround Information","Turnaround time (days): Independent Examinations","24","22","22",31.42,29.88,29.88
"Missouri","Report Turnaround Information","Turnaround time (days): Joint Examinations with FDIC Lead","0","0","0",19.27,27.1,27.1
"Missouri","Report Turnaround Information","Turnaround time (days): Joint Examinations with Federal Reserve Lead","0","0","0",39.98,38.04,38.04
"Missouri","Report Turnaround Information","Turnaround time (days): Joint Examinations with State Lead","0","0","0",35.7,44.02,44.02
"Missouri","Specialty Exams Information","BSA Exams: Number of Concurrent Examinations with the Federal Reserve","0","0","0",0.7,0.75,1.7
"Missouri","Specialty Exams Information","BSA Exams: Number of Independent Examinations","117","96","116",23.55,27.66,25.89
"Missouri","Specialty Exams Information","BSA Exams: Number of Joint Examinations with the Federal Reserve","0","0","0",17,17.79,19.57
"Missouri","Specialty Exams Information","BSA Exams: Total Number of Examinations","117","96","116",40.53,45.39,46.33
"Missouri","Specialty Exams Information","Bank Holding Companies: Number of Concurrent Examinations with the Federal Reserve","0","0","0",0,0.14,0.46
"Missouri","Specialty Exams Information","Bank Holding Companies: Number of Independent Examinations","0","0","0",9.96,10.77,12.46
"Missouri","Specialty Exams Information","Bank Holding Companies: Number of Joint Examinations with the Federal Reserve","0","0","0",1.59,1.7,3.2
"Missouri","Specialty Exams Information","Bank Holding Companies: Total Number of Examinations","0","0","0",11.35,12.39,15.84
"Missouri","Specialty Exams Information","Compliance Exams: Total Number of Examinations","2156","2093","2328",43.58,42.79,47.21
"Missouri","Specialty Exams Information","Does your department participate in FFIEC examinations of TSPs?","Yes","Yes","Yes",0.36,0.42,0.38
"Missouri","Specialty Exams Information","Has your department implemented the CSBS/FS-ISAC/US Secret Service Corporate Account Takeover (CATO) Best Practices?","No","No","No",0.44,0.42,0.52
"Missouri","Specialty Exams Information","Non-depository Trust: Total Number of Examinations","3","3","3",4.75,4.75,4.2
"Missouri","Specialty Exams Information","Number of Concurrent IT Examinations -- Total","0","0","0",0.61,1.37,2.35
"Missouri","Specialty Exams Information","Number of Joint IT Examinations -- Total","0","0","0",11.91,10.16,11.68
"Missouri","Specialty Exams Information","Number of State Only Independent IT Examinations","0","0","0",18.32,18.77,0
"Missouri","Specialty Exams Information","Number of State Only Independent IT Examinations -- Total","0","0","0",0,0,18.05
"Missouri","Specialty Exams Information","Report Average Turnaround Time in Days","14","14","14",27.63,27.63,24.64
"Missouri","Specialty Exams Information","Total Number of IT Examinations -- Total","0","0","0",30.53,29.96,31.77
"Missouri","Workforce Information","FTE Actually Allocated: BSA Examiners","0","0","0",1.59,0,0
"Missouri","Workforce Information","FTE Actually Allocated: Compliance Examiners","11","0","0",1.69,0,0
"Missouri","Workforce Information","FTE Actually Allocated: Holding Company Examiners","0","0","0",0.02,0,0
"Missouri","Workforce Information","FTE Actually Allocated: IS Examiners","0","0","0",1.41,0,0
"Missouri","Workforce Information","FTE Actually Allocated: Other Examiners","7","0","0",4.33,0,0
"Missouri","Workforce Information","FTE Actually Allocated: Safety and Soundness Examiners","90","0","0",33.94,0,0
"Missouri","Workforce Information","FTE Actually Allocated: Trust Examiners","4","0","0",1.55,0,0
"Missouri","Workforce Information","Other Cross-Trained: BSA Examiners","0","0","0",14.73,0,0
"Missouri","Workforce Information","Other Cross-Trained: Compliance Examiners","0","0","0",1.1,0,0
"Missouri","Workforce Information","Other Cross-Trained: Holding Company Examiners","0","0","0",5.71,0,0
"Missouri","Workforce Information","Other Cross-Trained: IS Examiners","0","0","0",4.1,0,0
"Missouri","Workforce Information","Other Cross-Trained: Other Examiners","0","0","0",1.57,0,0
"Missouri","Workforce Information","Other Cross-Trained: Safety and Soundness Examiners","0","0","0",3.53,0,0
"Missouri","Workforce Information","Other Cross-Trained: Trust Examiners","0","0","0",3.37,0,0
"Missouri","Turnover Information","Examiner Turnover %","4.7","5.5","8",14.02,11.63,11.62
"Missouri","Turnover Information","Reason: Death","1","0","0",0.04,0.04,0.11
"Missouri","Turnover Information","Reason: Other","0","2","1",0.12,0.27,0.34
"Missouri","Turnover Information","Reason: Promotion to Office","0","0","0",0.17,0.16,0.05
"Missouri","Turnover Information","Reason: Resignation to work in a financial institution (bank, holding company, trust company, etc.)","1","2","4",0.94,0.84,0.89
"Missouri","Turnover Information","Reason: Resignation to work in private sector other than a financial institution","0","0","1",0.6,0.33,0.4
"Missouri","Turnover Information","Reason: Resignation to work with Federal Agency","1","0","1",0.42,0.47,0.65
"Missouri","Turnover Information","Reason: Resignation with no reason given","0","0","0",0.75,0.69,0.42
"Missouri","Turnover Information","Reason: Retirement","1","1","0",1.17,1.45,0.89
"Missouri","Turnover Information","Reason: Termination","0","0","0",0.29,0.33,0.35
"Missouri","Turnover Information","Reason: Transfer to work with other State Agency","0","0","0",0.29,0.16,0.2
"Missouri","Turnover Information","Total Number of Examiners","90","91","88",41.75,49.16,40.96
"Missouri","Years of Service","Number of Examiners: Experience 2 to 5 Yrs","22","17","0",8.67,10.27,6.16
"Missouri","Years of Service","Number of Examiners: Experience <2 Yrs","8","16","0",8.02,10.05,7.05
"Missouri","Years of Service","Number of Examiners: Experience > 25 Yrs","5","5","0",5.4,5.71,5.25
"Missouri","Years of Service","Number of Examiners: Experience >15 to 25 Yrs","11","9","0",6.77,7.64,7.96
"Missouri","Years of Service","Number of Examiners: Experience >5 to 15 Yrs","44","44","88",13.88,15.27,15.39
"Missouri","Years of Service","Total Number of Examiners","90","91","88",41.75,49.16,40.96
"Montana","General Agency Information","Credit Card Banks -- Authority to Supervise","No","No","No",0.52,0.52,0.51
"Montana","General Agency Information","Credit Card Banks: Number Superviseded","0","0","0",0,0,0.16
"Montana","General Agency Information","Credit Unions -- Authority to Supervise","Yes","Yes","Yes",0.67,0.67,0.67
"Montana","General Agency Information","Credit Unions: Number Superviseded","8","0","7",42.52,0,45.95
"Montana","General Agency Information","Does your department currently have a fee sharing agreement with another state?","Yes","Yes","Yes",0.3,0.3,0.3
"Montana","General Agency Information","Does your department have a dedicated fund (e.g., a separate and distinct account from the state general fund?)","0","0","0",0,0,0
"Montana","General Agency Information","Industrial Loan Corporations -- Number Supervised","0","0","0",0,0,0
"Montana","General Agency Information","Industrial Loan Corporations -- NumberSupervised","0","0","0",0,0,0
"Montana","General Agency Information","Is any part of your examination staff unionized?","No","No","No",0.63,0.63,0.63
"Montana","General Agency Information","Is your department independent, or part of a larger agency?","Part of a Larger Agency","Part of a Larger Agency","Part of a Larger Agency",0.6,0.6,0.59
"Montana","General Agency Information","Multi-Bank Holding Companies -- Authority to Supervise","No","No","No",0.43,0.43,0.41
"Montana","General Agency Information","One Bank Holding Companies -- Authority to Supervise","No","No","No",0.36,0.36,0.36
"Montana","Budget Information","Actual Expenditures","3808463","3594671","3511242",11851967,11071164,9704831
"Montana","Budget Information","Amount Allocated to Commercial Bank Supervision","2836975","2341629","2344568",4837836,5336813,4979506
"Montana","Budget Information","Amount Returned to General Fund","0","0","0",83398256,10574719,10546900
"Montana","Budget Information","Budgeted Training Expense","75000","75000","50000",159087,165044,154024
"Montana","Budget Information","Dedicated Fund","Yes","Yes","0",0.74,0.7,0
"Montana","Budget Information","Does your department charge an hourly bank examination fee?","No","No","No",0.59,0.56,0.5
"Montana","Budget Information","Hourly Fee","0","0","0",0,0,30
"Montana","Budget Information","If yes, does this include specialty examinations (e.g., Trust, IT, etc.)? -- Hourly Fee","0","0","0",0,0,49
"Montana","Budget Information","Total Budget Approved","4423175","3983581","3770162",12759425,13042590,12791104
"Montana","Sources of Funding","Insurance","0.0","0.0","0",0.76,0.82,0.82
"Montana","Sources of Funding","Insured Depositories Below $10 Billion","62.0","64.0","71.0",39.68,42.14,40.92
"Montana","Sources of Funding","Insured Depositories Over $10 Billion","0.0","0.0","0",9.76,9.07,10.81
"Montana","Sources of Funding","Securities","0.0","0.0","0",7.46,8.41,7.04
"Montana","Sources of Funding","State-Licensed Mortgage Providers","34.0","34.0","27.0",11.51,11.89,11.4
"Montana","Depository Information","Commercial Banks: Number Supervised","50","55","56",80.3,83.54,86.09
"Montana","Depository Information","Commercial Banks: Total Assets","28953391000","27765699000","25147024000",78498824339,68136896978,68383944036
"Montana","Depository Information","Industrial Loan Corporations: Total Assets","0","0","0",0,0,0
"Montana","Depository Information","Non-depository Trust Companies: Number Supervised","1","1","1",7.41,7.22,7.2
"Montana","Depository Information","Non-depository Trust Companies: Total Assets","172000","782000","1461000",33944527933,50384474720,671011628226
"Montana","Depository Information","Savings Banks/Savings and Loans: Number Supervised","0","0","0",9.13,9.16,9.38
"Montana","Depository Information","Total Assets (if supervised): Savings Banks","0","0","0",7960427954,7407111029,7158869878
"Montana","Application Information","Conversions from Federal Thrift to State Depository Institutions(Approved)","0","1","0",0.13,0.26,0
"Montana","Application Information","Conversions from Federal Thrift to State Thrift -- Approved","0","0","0",0.05,0.14,0.12
"Montana","Application Information","Conversions from National Bank to State Depository Institutions -- Approved","0","0","0",0.44,0.6,0.61
"Montana","Application Information","De Novo Bank Affiliated Trust Companies -- Approved","0","0","0",0.04,0.02,0.04
"Montana","Application Information","De Novo Independent Trust Companies -- Approved","0","0","0",0.54,0.23,0.27
"Montana","Application Information","De Novo State Bank Charters -- Approved","0","0","0",0.04,0,0.02
"Montana","Application Information","State Depository Institution Conversions to Federal Thrift Charters -- Approved","0","0","0",0,0,0
"Montana","Application Information","State Depository Institution Conversions to National Bank Charters -- Approved","0","0","0",0.04,0,0.04
"Montana","Examination Information","Bank Exams: Number of Concurrent Examinations","0","0","0",0.51,0.51,1.04
"Montana","Examination Information","Bank Exams: Number of Joint Examinations with Federal Lead","6","13","11",8.74,9.53,12.39
"Montana","Examination Information","Bank Exams: Number of Joint Examinations with State Lead","7","10","14",9.63,8.54,10.18
"Montana","Examination Information","Bank Exams: Number of State Only Independent Examinations","13","8","8",24,25.16,25.84
"Montana","Examination Information","Holding Company Enforcement Actions (End of the Year)","0","0","0",0.09,0.07,0.13
"Montana","Examination Information","Holding Company Enforcement Actions (Start of the Year)","0","0","0",0.13,0.11,0.14
"Montana","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (End of the Year)","0","0","0",1.38,2.04,2.88
"Montana","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (Start of the Year)","0","0","0",1.95,2.86,3.79
"Montana","Examination Information","Insured Depositories Enforcement Actions (End of the Year)","0","0","0",1.2,1.14,1.73
"Montana","Examination Information","Insured Depositories Enforcement Actions (Start of the Year)","0","0","0",1.43,1.84,2.21
"Montana","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (End of the Year)","4","8","19",9.5,13.43,16.5
"Montana","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (Start of the Year)","8","19","27",12.75,16.95,22.5
"Montana","Examination Information","Number of 4 and 5 rated banks (End of Year)","0","3","5",2.3,4.05,5.66
"Montana","Examination Information","Number of 4 and 5 rated banks (Start of Year)","3","5","9",4.09,6.14,8.27
"Montana","Examination Information","Number of failed institutions","0","0","0",0.13,0.14,0.3
"Montana","Examination Information","Total Number of Examinations -- Total","26","31","33",42.46,43.3,48.98
"Montana","Examination Information","Were examination frequency requirements met?","Yes","Yes","Yes",0.92,0.92,0.93
"Montana","Report Turnaround Information","Turnaround time (days): Independent Examinations","45","54","54",31.42,29.88,29.88
"Montana","Report Turnaround Information","Turnaround time (days): Joint Examinations with FDIC Lead","49","53","53",19.27,27.1,27.1
"Montana","Report Turnaround Information","Turnaround time (days): Joint Examinations with Federal Reserve Lead","23","52","52",39.98,38.04,38.04
"Montana","Report Turnaround Information","Turnaround time (days): Joint Examinations with State Lead","47","50","50",35.7,44.02,44.02
"Montana","Specialty Exams Information","BSA Exams: Number of Concurrent Examinations with the Federal Reserve","0","0","0",0.7,0.75,1.7
"Montana","Specialty Exams Information","BSA Exams: Number of Independent Examinations","13","8","8",23.55,27.66,25.89
"Montana","Specialty Exams Information","BSA Exams: Number of Joint Examinations with the Federal Reserve","13","23","25",17,17.79,19.57
"Montana","Specialty Exams Information","BSA Exams: Total Number of Examinations","26","31","33",40.53,45.39,46.33
"Montana","Specialty Exams Information","Bank Holding Companies: Number of Concurrent Examinations with the Federal Reserve","0","0","0",0,0.14,0.46
"Montana","Specialty Exams Information","Bank Holding Companies: Number of Independent Examinations","0","0","0",9.96,10.77,12.46
"Montana","Specialty Exams Information","Bank Holding Companies: Number of Joint Examinations with the Federal Reserve","0","0","0",1.59,1.7,3.2
"Montana","Specialty Exams Information","Bank Holding Companies: Total Number of Examinations","0","0","0",11.35,12.39,15.84
"Montana","Specialty Exams Information","Compliance Exams: Total Number of Examinations","0","0","0",43.58,42.79,47.21
"Montana","Specialty Exams Information","Does your department participate in FFIEC examinations of TSPs?","No","No","No",0.64,0.58,0.58
"Montana","Specialty Exams Information","Has your department implemented the CSBS/FS-ISAC/US Secret Service Corporate Account Takeover (CATO) Best Practices?","Yes","Yes","Yes",0.56,0.58,0.48
"Montana","Specialty Exams Information","Non-depository Trust: Total Number of Examinations","1","1","1",4.75,4.75,4.2
"Montana","Specialty Exams Information","Number of Concurrent IT Examinations -- Total","0","0","0",0.61,1.37,2.35
"Montana","Specialty Exams Information","Number of Joint IT Examinations -- Total","0","0","0",11.91,10.16,11.68
"Montana","Specialty Exams Information","Number of State Only Independent IT Examinations","0","0","0",18.32,18.77,0
"Montana","Specialty Exams Information","Number of State Only Independent IT Examinations -- Total","0","0","0",0,0,18.05
"Montana","Specialty Exams Information","Report Average Turnaround Time in Days","41","41","41",27.63,27.63,24.64
"Montana","Specialty Exams Information","Total Number of IT Examinations -- Total","0","0","0",30.53,29.96,31.77
"Montana","Workforce Information","FTE Actually Allocated: BSA Examiners","0","0","0",1.59,0,0
"Montana","Workforce Information","FTE Actually Allocated: Compliance Examiners","0","0","0",1.69,0,0
"Montana","Workforce Information","FTE Actually Allocated: Holding Company Examiners","0","0","0",0.02,0,0
"Montana","Workforce Information","FTE Actually Allocated: IS Examiners","0","0","0",1.41,0,0
"Montana","Workforce Information","FTE Actually Allocated: Other Examiners","5","0","0",4.33,0,0
"Montana","Workforce Information","FTE Actually Allocated: Safety and Soundness Examiners","10","0","0",33.94,0,0
"Montana","Workforce Information","FTE Actually Allocated: Trust Examiners","1","0","0",1.55,0,0
"Montana","Workforce Information","Other Cross-Trained: BSA Examiners","11","0","0",14.73,0,0
"Montana","Workforce Information","Other Cross-Trained: Compliance Examiners","0","0","0",1.1,0,0
"Montana","Workforce Information","Other Cross-Trained: Holding Company Examiners","0","0","0",5.71,0,0
"Montana","Workforce Information","Other Cross-Trained: IS Examiners","0","0","0",4.1,0,0
"Montana","Workforce Information","Other Cross-Trained: Other Examiners","0","0","0",1.57,0,0
"Montana","Workforce Information","Other Cross-Trained: Safety and Soundness Examiners","1","0","0",3.53,0,0
"Montana","Workforce Information","Other Cross-Trained: Trust Examiners","0","0","0",3.37,0,0
"Montana","Turnover Information","Examiner Turnover %","24","5","9.5",14.02,11.63,11.62
"Montana","Turnover Information","Reason: Death","0","0","0",0.04,0.04,0.11
"Montana","Turnover Information","Reason: Other","0","1","0",0.12,0.27,0.34
"Montana","Turnover Information","Reason: Promotion to Office","0","0","0",0.17,0.16,0.05
"Montana","Turnover Information","Reason: Resignation to work in a financial institution (bank, holding company, trust company, etc.)","2","0","0",0.94,0.84,0.89
"Montana","Turnover Information","Reason: Resignation to work in private sector other than a financial institution","0","0","0",0.6,0.33,0.4
"Montana","Turnover Information","Reason: Resignation to work with Federal Agency","0","0","0",0.42,0.47,0.65
"Montana","Turnover Information","Reason: Resignation with no reason given","2","0","1",0.75,0.69,0.42
"Montana","Turnover Information","Reason: Retirement","1","0","1",1.17,1.45,0.89
"Montana","Turnover Information","Reason: Termination","0","0","0",0.29,0.33,0.35
"Montana","Turnover Information","Reason: Transfer to work with other State Agency","0","0","0",0.29,0.16,0.2
"Montana","Turnover Information","Total Number of Examiners","11","21","20",41.75,49.16,40.96
"Montana","Years of Service","Number of Examiners: Experience 2 to 5 Yrs","2","5","4",8.67,10.27,6.16
"Montana","Years of Service","Number of Examiners: Experience <2 Yrs","2","3","5",8.02,10.05,7.05
"Montana","Years of Service","Number of Examiners: Experience > 25 Yrs","1","1","1",5.4,5.71,5.25
"Montana","Years of Service","Number of Examiners: Experience >15 to 25 Yrs","2","3","4",6.77,7.64,7.96
"Montana","Years of Service","Number of Examiners: Experience >5 to 15 Yrs","4","9","6",13.88,15.27,15.39
"Montana","Years of Service","Total Number of Examiners","11","21","20",41.75,49.16,40.96
"Nebraska","General Agency Information","Credit Card Banks -- Authority to Supervise","Yes","Yes","Yes",0.48,0.48,0.48
"Nebraska","General Agency Information","Credit Card Banks: Number Superviseded","1","0","1",0.16,0,0.16
"Nebraska","General Agency Information","Credit Unions -- Authority to Supervise","Yes","Yes","Yes",0.67,0.67,0.67
"Nebraska","General Agency Information","Credit Unions: Number Superviseded","14","0","17",42.52,0,45.95
"Nebraska","General Agency Information","Does your department currently have a fee sharing agreement with another state?","No","No","No",0.64,0.64,0.55
"Nebraska","General Agency Information","Does your department have a dedicated fund (e.g., a separate and distinct account from the state general fund?)","0","0","0",0,0,0
"Nebraska","General Agency Information","Industrial Loan Corporations -- Number Supervised","0","0","0",0,0,0
"Nebraska","General Agency Information","Industrial Loan Corporations -- NumberSupervised","0","0","0",0,0,0
"Nebraska","General Agency Information","Is any part of your examination staff unionized?","No","No","No",0.63,0.63,0.63
"Nebraska","General Agency Information","Is your department independent, or part of a larger agency?","Independent","Independent","Independent",0.4,0.4,0.41
"Nebraska","General Agency Information","Multi-Bank Holding Companies -- Authority to Supervise","Yes","Yes","Yes",0.57,0.57,0.59
"Nebraska","General Agency Information","One Bank Holding Companies -- Authority to Supervise","Yes","Yes","Yes",0.64,0.64,0.64
"Nebraska","Budget Information","Actual Expenditures","6585625","6367071","6146068",11851967,11071164,9704831
"Nebraska","Budget Information","Amount Allocated to Commercial Bank Supervision","4517687","4210463","4139008",4837836,5336813,4979506
"Nebraska","Budget Information","Amount Returned to General Fund","23000000","23000000","19000000",83398256,10574719,10546900
"Nebraska","Budget Information","Budgeted Training Expense","84700","75950","60700",159087,165044,154024
"Nebraska","Budget Information","Dedicated Fund","Yes","Yes","0",0.74,0.7,0
"Nebraska","Budget Information","Does your department charge an hourly bank examination fee?","Yes","Yes","Yes",0.41,0.44,0.46
"Nebraska","Budget Information","Hourly Fee","50","50","50",63,62,30
